"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"14:44:40,2251784","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,2252311","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2252555","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2252855","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,2256365","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\Downloads\edputil.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,2258596","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\edputil.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,2259734","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Windows\SysWOW64\edputil.dll","SUCCESS","CreationTime: 06/10/2021 15:40:28, LastAccessTime: 25/04/2022 14:33:24, LastWriteTime: 06/10/2021 15:40:28, ChangeTime: 25/04/2022 10:25:13, FileAttributes: A"
"14:44:40,2259870","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\edputil.dll","SUCCESS",""
"14:44:40,2262314","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\edputil.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,2263021","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\edputil.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"14:44:40,2264951","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\edputil.dll","SUCCESS","SyncType: SyncTypeOther"
"14:44:40,2266989","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\edputil.dll","SUCCESS","Image Base: 0x74c20000, Image Size: 0x1b000"
"14:44:40,2268624","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\edputil.dll","SUCCESS",""
"14:44:40,2271551","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2271669","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:44:40,2271969","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Explorer","REPARSE","Desired Access: Query Value"
"14:44:40,2272436","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,2272759","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2272844","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2272990","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,2276648","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\Downloads","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,2277094","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Users\Cuckoo\Downloads","SUCCESS","CreationTime: 18/04/2022 09:21:20, LastAccessTime: 25/04/2022 14:44:40, LastWriteTime: 25/04/2022 11:17:43, ChangeTime: 25/04/2022 11:17:43, FileAttributes: RD"
"14:44:40,2277224","sodinokibi.exe","8376","CloseFile","C:\Users\Cuckoo\Downloads","SUCCESS",""
"14:44:40,2279514","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2279622","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2279804","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2280038","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2280193","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2280295","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\","SUCCESS","Desired Access: Read"
"14:44:40,2280464","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2280582","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\Data","BUFFER OVERFLOW","Length: 144"
"14:44:40,2280851","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\Data","SUCCESS","Type: REG_BINARY, Length: 1.370, Data: D6 0D 00 00 0D F0 AD BA 41 00 00 00 08 00 00 00"
"14:44:40,2281034","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}","SUCCESS",""
"14:44:40,2281171","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2281255","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2281395","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2281857","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2281988","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2282088","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\","SUCCESS","Desired Access: Read"
"14:44:40,2282222","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2282317","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"14:44:40,2282436","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}","SUCCESS",""
"14:44:40,2284224","sodinokibi.exe","8376","Thread Create","","SUCCESS","Thread ID: 4908"
"14:44:40,2284538","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2284628","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2284785","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2284924","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2285044","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2285136","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\","SUCCESS","Desired Access: Read"
"14:44:40,2285262","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2285520","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"14:44:40,2285640","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}","SUCCESS",""
"14:44:40,2286458","sodinokibi.exe","8376","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,2287738","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","Image Base: 0x76fa0000, Image Size: 0x3b000"
"14:44:40,2287794","sodinokibi.exe","8376","QueryRemoteProtocolInformation","C:\","INVALID PARAMETER",""
"14:44:40,2288250","sodinokibi.exe","8376","QueryDirectory","C:\Users","SUCCESS","FileInformationClass: FileIdBothDirectoryInformation, Filter: Users, 2: Users"
"14:44:40,2289955","sodinokibi.exe","8376","CloseFile","C:\","SUCCESS",""
"14:44:40,2292745","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS","Desired Access: All Access"
"14:44:40,2293007","sodinokibi.exe","8376","CreateFile","C:\Users\desktop.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,2293162","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\Properties","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,2293897","sodinokibi.exe","8376","QueryStandardInformationFile","C:\Users\desktop.ini","SUCCESS","AllocationSize: 176, EndOfFile: 174, NumberOfLinks: 1, DeletePending: False, Directory: False"
"14:44:40,2294088","sodinokibi.exe","8376","ReadFile","C:\Users\desktop.ini","SUCCESS","Offset: 0, Length: 174, Priority: Normal"
"14:44:40,2294437","sodinokibi.exe","8376","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS",""
"14:44:40,2294959","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS","Desired Access: All Access"
"14:44:40,2295163","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Users\desktop.ini","SUCCESS","CreationTime: 07/12/2019 11:14:54, LastAccessTime: 25/04/2022 14:44:40, LastWriteTime: 07/12/2019 11:12:42, ChangeTime: 18/04/2022 11:00:21, FileAttributes: HSA"
"14:44:40,2295195","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\Properties","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,2295357","sodinokibi.exe","8376","CloseFile","C:\Users\desktop.ini","SUCCESS",""
"14:44:40,2295707","sodinokibi.exe","8376","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS",""
"14:44:40,2296935","sodinokibi.exe","8376","Thread Create","","SUCCESS","Thread ID: 2592"
"14:44:40,2298941","sodinokibi.exe","8376","CreateFile","C:\Users","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,2300034","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2300182","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2300381","sodinokibi.exe","8376","QueryRemoteProtocolInformation","C:\Users","INVALID PARAMETER",""
"14:44:40,2300431","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2300674","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2300865","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2300986","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-100000000000}\","SUCCESS","Desired Access: Read"
"14:44:40,2301117","sodinokibi.exe","8376","QueryDirectory","C:\Users\Cuckoo","SUCCESS","FileInformationClass: FileIdBothDirectoryInformation, Filter: Cuckoo, 2: Cuckoo"
"14:44:40,2301172","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2301316","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-100000000000}\Data","BUFFER OVERFLOW","Length: 144"
"14:44:40,2301931","sodinokibi.exe","8376","CloseFile","C:\Users","SUCCESS",""
"14:44:40,2301966","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-100000000000}\Data","SUCCESS","Type: REG_BINARY, Length: 1.370, Data: D6 0D 00 00 0D F0 AD BA 01 00 00 00 08 00 00 00"
"14:44:40,2302140","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-100000000000}","SUCCESS",""
"14:44:40,2302310","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2302412","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2302591","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2302739","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2303035","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2303152","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-100000000000}\","SUCCESS","Desired Access: Read"
"14:44:40,2303302","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2303413","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-100000000000}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"14:44:40,2303682","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-100000000000}","SUCCESS",""
"14:44:40,2306188","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2306601","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2306787","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2307086","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,2307258","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2307425","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2307532","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\","SUCCESS","Desired Access: Read"
"14:44:40,2307670","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2307768","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\Data","BUFFER OVERFLOW","Length: 144"
"14:44:40,2308095","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\Data","SUCCESS","Type: REG_BINARY, Length: 1.370, Data: D6 0D 00 00 0D F0 AD BA 41 00 00 00 08 00 00 00"
"14:44:40,2308238","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}","SUCCESS",""
"14:44:40,2308375","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2308445","sodinokibi.exe","8376","QueryRemoteProtocolInformation","C:\Users\Cuckoo","INVALID PARAMETER",""
"14:44:40,2308459","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2308601","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2308903","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2309039","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2309134","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\","SUCCESS","Desired Access: Read"
"14:44:40,2309151","sodinokibi.exe","8376","QueryDirectory","C:\Users\Cuckoo\Downloads","SUCCESS","FileInformationClass: FileIdBothDirectoryInformation, Filter: Downloads, 2: Downloads"
"14:44:40,2309254","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2309356","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"14:44:40,2309593","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{eb65f6e3-0000-0000-0000-300300000000}","SUCCESS",""
"14:44:40,2309890","sodinokibi.exe","8376","CloseFile","C:\Users\Cuckoo","SUCCESS",""
"14:44:40,2312264","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2312356","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2313142","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2313290","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2313426","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2313628","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{3bb738f1-beee-11ec-a42d-806e6f6e6963}\","SUCCESS","Desired Access: Read"
"14:44:40,2313813","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Rpc\Extensions","REPARSE","Desired Access: Read"
"14:44:40,2314106","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2314210","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{3bb738f1-beee-11ec-a42d-806e6f6e6963}\Data","BUFFER OVERFLOW","Length: 144"
"14:44:40,2314323","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{3bb738f1-beee-11ec-a42d-806e6f6e6963}\Data","SUCCESS","Type: REG_BINARY, Length: 1.474, Data: D6 0D 00 00 0D F0 AD BA 01 00 00 00 10 00 00 00"
"14:44:40,2314583","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{3bb738f1-beee-11ec-a42d-806e6f6e6963}","SUCCESS",""
"14:44:40,2314682","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Rpc\Extensions","SUCCESS","Desired Access: Read"
"14:44:40,2314727","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,2314818","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: Name"
"14:44:40,2314966","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"14:44:40,2315040","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Rpc\Extensions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2315091","sodinokibi.exe","8376","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,2315167","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\Extensions\NdrOleExtDLL","SUCCESS","Type: REG_EXPAND_SZ, Length: 24, Data: combase.dll"
"14:44:40,2315209","sodinokibi.exe","8376","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:40,2315304","sodinokibi.exe","8376","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{3bb738f1-beee-11ec-a42d-806e6f6e6963}\","SUCCESS","Desired Access: Read"
"14:44:40,2315335","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc\Extensions","SUCCESS",""
"14:44:40,2315428","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"14:44:40,2315519","sodinokibi.exe","8376","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{3bb738f1-beee-11ec-a42d-806e6f6e6963}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"14:44:40,2315625","sodinokibi.exe","8376","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{3bb738f1-beee-11ec-a42d-806e6f6e6963}","SUCCESS",""
