Type;Operation;Path
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\r\components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\r\holocamera.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\r\hydrogen.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\r\models.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\r\windows.mirage.internal.capture.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..itemplayer.appxmain_31bf3856ad364e35_10.0.19041.746_none_ff04d8b7afc63b64\f\components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..itemplayer.appxmain_31bf3856ad364e35_10.0.19041.746_none_ff04d8b7afc63b64\f\holoitemplayer.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..itemplayer.appxmain_31bf3856ad364e35_10.0.19041.746_none_ff04d8b7afc63b64\f\hydrogen.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..itemplayer.appxmain_31bf3856ad364e35_10.0.19041.746_none_ff04d8b7afc63b64\f\models.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..itemplayer.appxmain_31bf3856ad364e35_10.0.19041.746_none_ff04d8b7afc63b64\r\components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..itemplayer.appxmain_31bf3856ad364e35_10.0.19041.746_none_ff04d8b7afc63b64\r\holoitemplayer.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..itemplayer.appxmain_31bf3856ad364e35_10.0.19041.746_none_ff04d8b7afc63b64\r\hydrogen.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..itemplayer.appxmain_31bf3856ad364e35_10.0.19041.746_none_ff04d8b7afc63b64\r\models.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\f\analog.shell.util.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\f\components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\f\desktoplearning.components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\f\desktoplearning.models.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\f\hydrogen.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\f\models.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\f\roomadjustment.components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\r\analog.shell.util.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\r\components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\r\desktoplearning.components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..toplearninghydrogen_31bf3856ad364e35_10.0.19041.746_none_607a039ed530f0c8\r\desktoplearning.models.winmd
